tempid,latitude,longitude
273850,40.70295814,-74.01307661
277909,40.71553196,-74.0152237
273849,40.70297904,-74.01304734
277910,40.71551924,-74.01513876
274406,40.70407604,-74.00852859
283675,40.70869823,-74.01704654
273855,40.70280385,-74.01299934
273856,40.70268402,-74.0129665
278110,40.71527337,-74.01406426
278112,40.7152936,-74.01419137
284528,40.70974377,-74.01637486
273853,40.70286565,-74.01301627
273860,40.7025588,-74.01293219
273862,40.70248894,-74.01291304
278305,40.71629052,-74.01627213
284526,40.70969013,-74.01640257
284521,40.70950739,-74.01649811
277913,40.71548192,-74.01488959
283676,40.70875469,-74.01700633
283672,40.70858529,-74.01712698
273858,40.70261792,-74.01294838
273851,40.70293122,-74.01303424
277438,40.70958025,-74.00504839
284530,40.70980252,-74.0163445
278270,40.71574334,-74.01557196
279132,40.71139356,-74.01597947
278225,40.71424591,-74.01647316
278227,40.71415001,-74.01654776
278248,40.71593443,-74.0164058
278228,40.71402296,-74.0166466
279131,40.71145398,-74.01595542
278245,40.71563186,-74.0165099
278244,40.71554381,-74.01656243
273990,40.70369839,-74.01072865
283649,40.70948247,-74.01763046
273987,40.70362956,-74.01110917
283647,40.70951373,-74.01776575
278250,40.71608669,-74.01637817
278247,40.71577018,-74.01644619
278249,40.7159899,-74.01639574
277293,40.7089106,-74.00511666
283650,40.7094646,-74.01755315
284529,40.70978346,-74.01639117
274299,40.70488263,-74.00804361
274301,40.70479721,-74.0081658
284819,40.70991001,-74.01593716
274300,40.70484103,-74.00810311
277208,40.70839688,-74.00949209
284531,40.70989763,-74.01633135
273857,40.70264645,-74.0129912
284522,40.70956961,-74.01646554
284524,40.70963029,-74.01643377
277911,40.71550641,-74.01505311
284519,40.70944467,-74.01653091
274173,40.70559403,-74.006961
273688,40.70288681,-74.01421385
277912,40.71549369,-74.01496816
278265,40.71613222,-74.0162274
284517,40.7093832,-74.01656304
273852,40.70289687,-74.01305983
278114,40.71531585,-74.0143312
273692,40.70255704,-74.01388668
278338,40.71664304,-74.01632504
278340,40.71678,-74.016287
278266,40.71588451,-74.01566559
276174,40.7090887,-74.00199761
273986,40.70361187,-74.01121484
278350,40.71752173,-74.01583512
278336,40.71648665,-74.01634671
274174,40.70553125,-74.00705075
278345,40.71710738,-74.01615134
273689,40.70280606,-74.01415545
284685,40.70953725,-74.01675109
278117,40.71534956,-74.01454305
273695,40.70246412,-74.01300539
273691,40.70268757,-74.01403074
273690,40.70276073,-74.01410802
273989,40.70367558,-74.01083442
284532,40.70991745,-74.01628395
278116,40.71533832,-74.01447243
277598,40.71042404,-74.00297237
278246,40.71568108,-74.01648723
278349,40.71746416,-74.01588807
202490,40.70769961,-74.00672556
273694,40.70246039,-74.01306506
273985,40.70359488,-74.01131628
276123,40.70597643,-74.00416818
278118,40.71535641,-74.01458613
278119,40.71537341,-74.0147372
276342,40.70596688,-74.00535069
278342,40.71691175,-74.01624675
278344,40.71704487,-74.01618475
276124,40.7060115,-74.00420753
274305,40.70437843,-74.00871423
278339,40.71671125,-74.01630609
273892,40.70310221,-74.0112778
278335,40.71641838,-74.01635472
277209,40.70834638,-74.00953819
284817,40.70994481,-74.01610339
274297,40.70498401,-74.00789858
273937,40.70394636,-74.01060877
275945,40.70538728,-74.00598572
274298,40.70492756,-74.00797933
284682,40.70971715,-74.01664856
276343,40.70590588,-74.00545739
284821,40.70987157,-74.01575353
277294,40.70883589,-74.00500251
284820,40.70989181,-74.01585021
285707,40.71022488,-74.01620193
277292,40.7089569,-74.00516861
284678,40.70994398,-74.01653882
284680,40.70981279,-74.01659871
278224,40.71443156,-74.01632873
278415,40.71603668,-74.01534252
278417,40.71626016,-74.0152765
273639,40.70337642,-74.01432878
273640,40.70347119,-74.0143081
274612,40.70372289,-74.00815391
285691,40.71103281,-74.01584837
278346,40.71717084,-74.01611702
278113,40.71530461,-74.01426058
278115,40.71532708,-74.01440181
274303,40.70458973,-74.00841195
285687,40.71117481,-74.01579251
277297,40.70873926,-74.00492532
202491,40.70765283,-74.00666258
274239,40.70382902,-74.00917812
202492,40.70760759,-74.00660166
285692,40.7110019,-74.0158963
278337,40.71657505,-74.01633521
277303,40.70847845,-74.00471698
279133,40.71132789,-74.01600561
278272,40.71538162,-74.0158509
284824,40.7098225,-74.01551913
284681,40.70977526,-74.01661803
284683,40.70965652,-74.01668171
274614,40.7036617,-74.00808258
277295,40.70880264,-74.00501605
274613,40.70369168,-74.00811753
278418,40.71632505,-74.01522512
275104,40.70408442,-74.00753526
278120,40.71537738,-74.01489725
273988,40.70365682,-74.01094643
278121,40.71542507,-74.01520697
277210,40.70829499,-74.00958511
278221,40.71508665,-74.01582239
284679,40.70986568,-74.01657456
285685,40.71124528,-74.01576479
284822,40.70985191,-74.01565963
285690,40.71107658,-74.01586692
277298,40.70864685,-74.0048515
274242,40.7036985,-74.00937406
276173,40.70925405,-74.00178132
277667,40.71181896,-74.00589881
277211,40.70824404,-74.00963162
283240,40.70795613,-74.01661372
285688,40.71114705,-74.0158392
284684,40.70959709,-74.01671556
278396,40.71732156,-74.0151837
277673,40.71189047,-74.00542469
278392,40.71745775,-74.01548269
273936,40.70388948,-74.0105728
285686,40.71121804,-74.01581127
274241,40.70374261,-74.00930784
273805,40.70302879,-74.01289317
283234,40.70779023,-74.01673525
284823,40.7098375,-74.01559077
273938,40.70398222,-74.01063145
274238,40.70387241,-74.00911299
282887,40.70711399,-74.01726648
278397,40.71725474,-74.01503699
277670,40.7118435,-74.00573605
273939,40.70403416,-74.0106643
274240,40.703786,-74.00924271
285689,40.71110433,-74.01582023
277301,40.70854646,-74.00477131
273804,40.7029684,-74.01287795
285698,40.71057329,-74.01606489
283236,40.70784441,-74.01669556
283238,40.70790051,-74.01665446
283239,40.70794102,-74.01666402
278393,40.71742391,-74.0154084
273802,40.70277054,-74.01282808
283230,40.70764926,-74.01683852
277672,40.71188086,-74.00548838
285683,40.71131838,-74.01573604
285682,40.71136109,-74.01575501
277671,40.71187072,-74.0055556
285684,40.71128799,-74.01578376
277668,40.71182269,-74.00587405
278395,40.7173554,-74.01525798
282954,40.70689948,-74.01661019
277747,40.71745551,-74.01332705
278240,40.7146718,-74.01637932
278271,40.71561219,-74.0156731
278414,40.71596987,-74.01538966
284686,40.70945726,-74.01680048
275118,40.70387353,-74.00728354
282952,40.70665224,-74.01670708
277752,40.71776817,-74.01401778
278239,40.71463307,-74.01640946
285695,40.71086937,-74.01594842
282953,40.7067706,-74.01666069
278237,40.71435203,-74.0166282
277746,40.71741762,-74.01324334
285704,40.71029325,-74.01617504
277305,40.70826413,-74.00458588
276133,40.7080232,-74.00365709
282653,40.70602497,-74.01743824
277748,40.7174948,-74.01341385
277749,40.71753494,-74.01350252
277750,40.71757395,-74.01358871
277421,40.70845125,-74.00280381
273803,40.70282446,-74.01284167
283227,40.70750974,-74.01694073
283229,40.70756823,-74.01689788
277420,40.70853469,-74.00270458
282886,40.70716122,-74.01719264
278394,40.71738923,-74.01533226
278398,40.71713349,-74.0147708
283657,40.70933427,-74.0169892
277751,40.71761661,-74.01368295
282884,40.70728156,-74.01710444
282652,40.70589348,-74.01712658
277669,40.71183283,-74.00580682
277234,40.70817057,-74.00545891
277786,40.71758209,-74.01546273
283655,40.70937415,-74.01716177
277866,40.71568628,-74.01534507
285045,40.71090978,-74.01617228
277811,40.71584202,-74.01519312
277709,40.71130629,-74.0042703
285696,40.71078628,-74.01598111
277799,40.71672241,-74.01442807
277787,40.71753963,-74.01536917
283678,40.70881261,-74.01696508
278241,40.71475682,-74.01631314
277235,40.70819403,-74.00540095
278416,40.71610935,-74.01533932
285703,40.71028604,-74.01614211
275120,40.70384305,-74.00724717
285700,40.71043445,-74.0161195
277798,40.71679278,-74.01437185
277270,40.70230836,-74.01141726
278238,40.7145693,-74.01645909
285694,40.7109288,-74.01592505
277804,40.71625239,-74.01480357
285038,40.71027627,-74.01642366
285705,40.71025001,-74.01615628
285706,40.71023634,-74.01616166
277800,40.71665674,-74.01448053
283654,40.70939058,-74.01723287
274296,40.70503302,-74.00782846
275119,40.70386058,-74.0072218
285701,40.71036556,-74.0161466
274617,40.70356971,-74.00797536
274619,40.70350894,-74.00790452
285039,40.71034722,-74.0163955
283479,40.7079373,-74.01608243
277706,40.71112766,-74.00399453
277791,40.71726912,-74.01477308
277789,40.71746933,-74.01521426
285041,40.71048779,-74.01633972
277788,40.71750504,-74.01529295
277790,40.71743418,-74.0151368
283237,40.7078854,-74.01670476
283233,40.70777704,-74.01678415
285040,40.71041737,-74.01636767
283231,40.70767922,-74.0168558
283228,40.70755168,-74.01694923
283235,40.70783026,-74.01674516
277810,40.7158982,-74.01514791
277785,40.71761527,-74.01553585
277867,40.71563781,-74.01538333
277708,40.7112522,-74.0041868
277710,40.71143119,-74.00446312
285042,40.71069853,-74.0162561
277792,40.71723734,-74.01470306
277707,40.71118886,-74.00408902
283679,40.7088686,-74.01692521
285044,40.71083936,-74.01620022
283772,40.70870592,-74.01734337
275940,40.70548769,-74.00578892
278223,40.71450478,-74.01627177
283653,40.7094118,-74.01732467
277694,40.71681134,-74.01376866
277692,40.71668504,-74.01349049
277693,40.7167759,-74.0136906
283770,40.70881959,-74.01725873
283656,40.70935421,-74.01707549
273854,40.702834,-74.0130426
273861,40.70252978,-74.01292423
283232,40.70772286,-74.01682384
282880,40.70732085,-74.01696286
282878,40.70718668,-74.0166482
273693,40.70245468,-74.01315636
278341,40.71684411,-74.01626787
278348,40.71740543,-74.01593803
282879,40.70725349,-74.0168049
277299,40.70858452,-74.00484181
283787,40.70787055,-74.01534361
285697,40.71064744,-74.01603572
285699,40.71050335,-74.0160924
274616,40.70360092,-74.00801174
277777,40.71663179,-74.01366859
274618,40.70353974,-74.00794042
285702,40.71031549,-74.01613053
274302,40.70474819,-74.00823592
277341,40.70789646,-74.00333323
277775,40.71779622,-74.01549523
282894,40.70678598,-74.01730913
283480,40.70811304,-74.01633589
283773,40.70864812,-74.0173864
277401,40.7084691,-74.00063137
277342,40.70784759,-74.00330039
274304,40.70444862,-74.00861382
277801,40.71659341,-74.01453112
277802,40.71652024,-74.01458958
274615,40.70363172,-74.00804764
174239,40.70916269,-74.00125344
283429,40.70920581,-74.01671421
283467,40.70913379,-74.017098
283430,40.70916276,-74.01670796
283788,40.70792303,-74.01532244
277805,40.7161839,-74.01485828
283473,40.70925818,-74.01750268
283431,40.70915059,-74.01675731
283432,40.70911085,-74.01674848
283428,40.70921563,-74.0166667
283785,40.70776376,-74.01538669
283786,40.70781703,-74.0153652
277601,40.71066842,-74.00328056
283470,40.7091854,-74.01726589
283434,40.7090594,-74.01678863
277742,40.71730941,-74.01396532
277808,40.71598452,-74.01505946
277739,40.71704974,-74.0141706
277740,40.71718757,-74.01406164
277803,40.71644987,-74.0146458
274620,40.70347896,-74.00786957
283454,40.70961258,-74.01468048
277807,40.71604317,-74.01497071
284818,40.7099269,-74.01601784
277741,40.71724355,-74.01401739
283474,40.70928244,-74.01758161
273893,40.70324352,-74.01072572
283481,40.70814483,-74.01640923
277440,40.70983294,-74.00507596
277365,40.70795824,-74.00115239
283472,40.70923392,-74.01742375
283774,40.70859654,-74.01742481
283768,40.70893947,-74.01716947
283769,40.70888287,-74.01721161
277402,40.7085145,-74.00066511
277813,40.71777744,-74.01437461
277814,40.71781785,-74.01446972
277366,40.70800289,-74.00106147
275891,40.70661587,-74.00515851
277697,40.71691599,-74.01399914
283789,40.70809936,-74.0152513
275890,40.7065584,-74.00524098
275889,40.7065028,-74.00532078
283453,40.70954716,-74.01470768
274766,40.70465063,-74.00705065
277269,40.70237278,-74.01143532
277367,40.70815022,-74.00076143
277368,40.70821124,-74.00063718
283455,40.70968174,-74.01466743
277812,40.71773916,-74.01428453
277364,40.70790615,-74.00125846
277696,40.71688364,-74.01392789
276061,40.70731917,-74.00441997
283361,40.70929746,-74.01474558
277343,40.70780115,-74.00326919
277772,40.7179369,-74.0152708
277769,40.71738869,-74.01350562
277774,40.71784939,-74.01541319
277776,40.71775668,-74.01555134
276060,40.70726704,-74.00450373
277344,40.70775227,-74.00323635
277806,40.71611213,-74.01491562
283477,40.70934598,-74.01778829
276032,40.70539778,-74.00510835
276034,40.70531542,-74.00499427
277771,40.71796989,-74.01520133
283468,40.70915332,-74.01716155
276029,40.70551868,-74.00527582
283677,40.70879415,-74.01701721
283018,40.70811471,-74.01687957
283305,40.70793884,-74.01645138
283307,40.707849,-74.01631267
283306,40.70790743,-74.01637859
283304,40.7079708,-74.01652542
277698,40.71695312,-74.01408092
277695,40.71684088,-74.01383371
275887,40.70639084,-74.00548145
275888,40.70644719,-74.00540058
275892,40.70667333,-74.00507605
283020,40.70822168,-74.01714143
277699,40.71697843,-74.01413668
282566,40.70700206,-74.01782404
277861,40.71547673,-74.0147162
282465,40.7066009,-74.01761748
282526,40.70655368,-74.0170741
277754,40.71788072,-74.01426642
277756,40.71801741,-74.01456839
282527,40.70648776,-74.01691758
277864,40.71557763,-74.01494287
282567,40.70694962,-74.01769523
277862,40.71550999,-74.01479093
277755,40.71791945,-74.01435199
277768,40.71742654,-74.01358936
277753,40.71784059,-74.01417775
277757,40.71812181,-74.01479905
277770,40.71730738,-74.01332574
277767,40.71747,-74.0136855
277271,40.70217146,-74.01137888
277403,40.70856323,-74.00070134
283469,40.70916731,-74.01720703
277796,40.71754098,-74.01426439
283433,40.70909773,-74.01679857
277744,40.71743313,-74.01386752
283475,40.70930383,-74.01765117
283019,40.7081926,-74.01707025
283680,40.70890901,-74.0169354
283684,40.70926347,-74.01693148
282885,40.70722234,-74.01718708
274762,40.70446955,-74.00730712
277863,40.71554409,-74.01486752
277793,40.71727422,-74.01447374
282461,40.70636127,-74.01775947
283685,40.70921529,-74.01696895
277865,40.71560812,-74.01501137
277400,40.70842132,-74.00059586
282782,40.70763437,-74.01738161
282463,40.7064768,-74.01769781
282738,40.705617,-74.01785595
282740,40.70552874,-74.01783322
282737,40.70570627,-74.01787079
282744,40.70530114,-74.01770477
277743,40.71736257,-74.0139233
283476,40.7093248,-74.0177194
285046,40.71097941,-74.01614465
274760,40.70437546,-74.00744038
282734,40.70594095,-74.01789919
276030,40.70547901,-74.00522087
282781,40.70766127,-74.01744283
282739,40.70556657,-74.01787884
282741,40.70545459,-74.01780457
282460,40.70630799,-74.01781825
277272,40.70209361,-74.01135705
277795,40.71742645,-74.01435427
274764,40.70456028,-74.00717863
282466,40.70667963,-74.01759591
274763,40.70451547,-74.00724208
274761,40.70442101,-74.00737587
282895,40.70659388,-74.01684945
277809,40.71594974,-74.01514662
277745,40.7174877,-74.01382438
282464,40.70656338,-74.01768325
282462,40.70644009,-74.0177559
277439,40.709758,-74.00499698
277797,40.71761734,-74.01420447
283686,40.7091704,-74.01700385
277705,40.71106183,-74.00389291
282605,40.7063284,-74.01683437
282607,40.70594614,-74.01698254
282606,40.7061199,-74.01691519
282923,40.70783731,-74.01694466
282736,40.70575212,-74.01790812
282924,40.70789366,-74.01690414
278424,40.71694387,-74.0147352
282747,40.70515546,-74.01756554
282745,40.70524814,-74.01770122
282733,40.7059835,-74.01785518
282922,40.70778,-74.01698586
282921,40.70772366,-74.01702637
277794,40.7173501,-74.01441419
282735,40.70589157,-74.01787231
282925,40.70795289,-74.01686156
274765,40.70460732,-74.007112
282920,40.70766587,-74.01706792
282919,40.70760952,-74.01710843
276031,40.70543859,-74.00516487
278423,40.71687428,-74.0147903
278421,40.71666785,-74.01495373
285043,40.71076842,-74.01622837
285693,40.71096129,-74.0158765
282701,40.70750623,-74.01739181
282700,40.70747197,-74.01731368
276062,40.70737131,-74.00433622
282746,40.70522588,-74.01764009
282749,40.70508522,-74.01748225
276059,40.70722012,-74.00457911
282743,40.70536814,-74.0177538
276057,40.70712107,-74.00473825
276055,40.70703418,-74.00487785
282748,40.70510249,-74.01754922
276063,40.70741649,-74.00426363
276056,40.70707763,-74.00480805
283478,40.70791113,-74.01601737
283771,40.70876562,-74.01729892
278425,40.71698084,-74.01474594
282783,40.70759813,-74.01729915
282784,40.707563,-74.01721919
277773,40.71788579,-74.01535473
278426,40.7170003,-74.01469053
278427,40.71704667,-74.01469382
276071,40.7055211,-74.00438878
274694,40.70404452,-74.00669955
276072,40.70556171,-74.00432526
274696,40.70413264,-74.00656319
283360,40.70921587,-74.01477731
278419,40.71639136,-74.01517263
282650,40.7072517,-74.01736741
278420,40.71659779,-74.0150092
275947,40.7053497,-74.00604026
282649,40.70710095,-74.01747872
282654,40.70609177,-74.01759659
283471,40.70920925,-74.01734348
276033,40.70535622,-74.00505079
283021,40.70828061,-74.01728572
282651,40.70735771,-74.01728914
282648,40.70696743,-74.01757731
277845,40.71543645,-74.01411564
277841,40.71548756,-74.01446124
277843,40.71546211,-74.01428915
284927,40.70996913,-74.01560922
284929,40.71009073,-74.01614648
283482,40.70828694,-74.01673706
277840,40.71552955,-74.01462147
278422,40.71673885,-74.01489752
282524,40.70664353,-74.01728743
282529,40.70686979,-74.01780563
277842,40.71549263,-74.01431589
277229,40.70745063,-74.00770134
282525,40.70657708,-74.01712964
284928,40.71007086,-74.01605867
275946,40.70536795,-74.00596272
170718,40.70620739,-74.01675798
277844,40.71544902,-74.01420062
277846,40.71542545,-74.01404127
282742,40.7054001,-74.0178101
283485,40.70846708,-74.01715264
283483,40.70839861,-74.01699468
278343,40.7169782,-74.01621671
170726,40.70595792,-74.01685516
283484,40.70843257,-74.01707303
275838,40.70586383,-74.0062281
275244,40.70470603,-74.00788053
276058,40.70717147,-74.00465728
275245,40.70477749,-74.00777871
275246,40.70481954,-74.00771879
170722,40.70608292,-74.01680647
275247,40.70497027,-74.00750404
274695,40.70408823,-74.00663192
171756,40.70623405,-74.01619455
170740,40.70528476,-74.01711736
275840,40.70567429,-74.00649885
275837,40.70593445,-74.00612723
275839,40.70582295,-74.0062865
277220,40.70746358,-74.00772368
170730,40.70558318,-74.01700112
171757,40.70633579,-74.01616783
277340,40.7075357,-74.00293511
416142,40.7107332,-74.004945
416141,40.71080724,-74.00502316
416145,40.71050209,-74.00470104
416167,40.7100317,-74.00453644
416360,40.71397336,-74.01466851
416367,40.71424933,-74.01520986
416369,40.71427908,-74.01535751
416364,40.71411956,-74.01499245
424093,40.71177953,-74.01578944
416362,40.71404585,-74.01483385
416365,40.71417399,-74.01504843
424092,40.71177953,-74.01578944
416370,40.7143043,-74.01546309
416361,40.71401064,-74.01475353
416366,40.71421876,-74.01514437
416359,40.71391346,-74.01451309
416368,40.71427634,-74.01526595
424090,40.71177173,-74.01575674
416144,40.71058726,-74.00479095
416522,40.71035677,-74.00421372
416250,40.71181994,-74.00589112
416146,40.7104135,-74.00460753
416258,40.71085792,-74.00488927
416261,40.71067692,-74.0046924
416251,40.71176814,-74.00583477
416259,40.71080337,-74.00482993
416147,40.71035444,-74.00454518
416525,40.71084193,-74.00380346
416524,40.71058186,-74.00396781
416254,40.71142186,-74.00550262
416253,40.71148699,-74.00557346
416143,40.71065916,-74.00486684
416523,40.71048618,-74.004063
416255,40.71135674,-74.00543179
416252,40.71160688,-74.00570386
416260,40.71073655,-74.00475726
416262,40.71061137,-74.00462111
416148,40.71030051,-74.00448826
416257,40.71111294,-74.00516662
416256,40.7112508,-74.00531657
424094,40.71177173,-74.01575674
277296,40.70878851,-74.00496467
424091,40.71177173,-74.01575674
416263,40.71052679,-74.00452912
416264,40.71048387,-74.00448244
430558,40.70995448,-74.01457136
416137,40.71133494,-74.0055802
416139,40.71117316,-74.00540943
416136,40.71138587,-74.00563396
416138,40.71128101,-74.00552328
416265,40.71044115,-74.00443598
444825,40.70644106,-74.01791594
444826,40.70663,-74.01781459
430368,40.70752442,-74.01573598
430445,40.70965568,-74.01494119
416371,40.71433851,-74.0155396
416374,40.71447479,-74.01584438
444824,40.70632115,-74.01796687
444827,40.70675952,-74.01772478
416372,40.7144086,-74.01569634
416373,40.71444364,-74.01577471
416375,40.71451373,-74.01593146
416140,40.71111924,-74.0053525
430326,40.70746884,-74.01579623
430367,40.70746917,-74.01575907
430446,40.7095962,-74.01496433
430463,40.70956438,-74.01494624
430366,40.70740274,-74.01578683
430327,40.70740745,-74.01582224
277300,40.70859806,-74.00481253
430325,40.70752527,-74.01577232
277308,40.70818761,-74.00448465
416266,40.71039675,-74.00438769
416668,40.70933401,-74.00504856
416669,40.70941704,-74.00495143
416676,40.71028528,-74.00396789
416670,40.70958408,-74.0047569
416678,40.71041711,-74.00375723
416666,40.7091696,-74.00525643
416680,40.7105161,-74.0036318
416677,40.71036652,-74.00382132
416672,40.70976804,-74.00456138
416674,40.70989182,-74.00442982
416681,40.71056451,-74.00357046
416671,40.7096831,-74.00465165
416673,40.70982993,-74.0044956
416675,40.70996487,-74.0043498
416679,40.71046611,-74.00369514
430464,40.70961423,-74.01493355
