tree_id,x_sp,y_sp
273892,981123.0269,195435.766
278335,979716.2653,200287.4732
277209,981605.5745,197346.3199
284817,979785.5037,197928.9421
274297,982060.0388,196121.2597
273937,981308.5653,195743.2939
275945,982590.4098,196268.1429
274298,982037.6484,196100.6968
284682,979634.3471,197846.0279
276343,982736.9036,196457.076
284821,979882.4953,197902.2404
277294,982863.0828,197524.5564
284820,979855.6925,197909.6193
285707,979758.2032,198030.9856
277292,982817.0357,197568.6476
284678,979664.787,197928.6623
284680,979648.1726,197880.8674
278224,979723.3365,199563.6111
278415,979996.8369,200148.3576
278417,980015.1535,200229.7754
273639,980277.106,195535.794
273640,980282.8455,195570.3202
274612,981989.2043,195661.8046
285691,979856.2794,198325.3209
278346,979782.2114,200561.6052
278113,980296.7228,199881.5911
278115,980257.571,199889.7853
274303,981917.6871,195977.6275
285687,979871.7732,198377.0505
277297,982884.4821,197489.3498
202491,982402.8072,197093.5635
274239,981705.2292,195700.4994
202492,982419.6956,197077.079
285692,979842.9894,198314.0604
278337,979721.6842,200344.5511
277303,982942.2388,197394.3257
279133,979812.706,198432.8338
278272,979855.8621,199909.722
284824,979947.4778,197884.3503
284681,979642.8146,197867.1972
284683,979625.1529,197823.939
274614,982008.9776,195639.5097
277295,982859.3279,197512.4443
274613,981999.2903,195650.4326
278418,980029.3988,200253.4148
275104,982160.746,195793.5058
278120,980120.231,199908.1337
273988,981214.9299,195637.8168
278121,980034.3739,199925.5231
277210,981592.564,197327.5962
278221,979863.747,199802.2563
284679,979654.8711,197900.1367
285685,979879.4628,198402.7233
284822,979908.527,197895.0737
285690,979851.1381,198341.2664
277298,982904.9462,197455.6813
274242,981650.8966,195652.9516
276173,983756.1424,197676.8698
277667,982614.6621,198611.3942
277211,981579.6681,197309.0372
283240,979643.8845,197204.4331
285688,979858.8277,198366.9396
284684,979615.7619,197802.2882
278396,980040.9461,200616.4705
277673,982746.1067,198637.4391
278392,979958.0712,200666.1027
273936,981318.537,195722.5679
285686,979866.5747,198392.8044
274241,981669.2584,195669.0205
273805,980675.1338,195409.079
283234,979610.1782,197143.9968
284823,979927.6166,197889.8182
273938,981302.2785,195756.3598
274238,981723.2898,195716.3048
282887,979462.8458,196897.6509
278397,980081.611,200592.1172
277670,982659.785,198620.3351
273939,981293.1736,195775.2837
274240,981687.3191,195684.8255
285689,979864.0836,198351.377
277301,982927.1762,197419.1072
273804,980679.3503,195387.0794
285698,979796.2208,198157.9141
283236,979621.1861,197163.7347
283238,979632.584,197184.1713
283239,979629.9377,197198.9291
278393,979978.6614,200653.772
273802,980693.1662,195314.9913
283230,979581.5375,197092.6436
277672,982728.4499,198633.9404
285683,979887.4392,198429.3545
285682,979882.1836,198444.9171
277671,982709.8121,198630.2475
285684,979874.2069,198418.286
277668,982621.5285,198612.7547
278395,980020.3559,200628.8019
282954,979644.79,196819.464
277747,980555.6334,200665.187
278240,979709.3293,199651.1411
278271,979905.1688,199993.7195
278414,979983.7638,200124.0191
284686,979592.2091,197751.3496
275118,982230.5306,195716.6647
282952,979617.9102,196729.3894
277752,980364.1744,200779.1316
278239,979700.9697,199637.0316
285695,979828.5288,198265.7797
282953,979630.7779,196772.5104
278237,979640.312,199534.6515
277746,980578.8351,200651.3793
285704,979765.6635,198055.8923
277305,982978.5809,197316.2435
276133,983236.0821,197228.4514
282653,979415.1484,196500.8951
277748,980531.5717,200679.5072
277749,980506.995,200694.1338
277750,980483.1056,200708.3509
277421,983472.6554,197384.396
273803,980689.4018,195334.634
283227,979553.1892,197041.8146
283229,979565.074,197063.1246
277420,983500.1685,197414.7942
282886,979483.3232,196914.8533
278394,979999.766,200641.1329
278398,980155.392,200547.9313
283657,979539.8788,197706.5485
277751,980456.982,200723.8981
282884,979507.7834,196958.6911
282652,979501.5489,196452.9746
277669,982640.1663,198616.4473
277234,982736.5348,197282.1695
277786,979963.6119,200711.4031
283655,979492.0397,197721.0882
277866,979996.1063,200020.6955
285045,979766.4719,198280.5143
277811,980038.2391,200077.429
277709,983066.1287,198424.5881
285696,979819.4616,198235.5084
277799,980250.3774,200398.1475
277787,979989.5459,200695.929
283678,979546.5301,197516.4925
278241,979727.6793,199682.1132
277235,982752.603,197290.716
278416,979997.7277,200174.8326
285703,979774.7927,198053.2624
275120,982240.6152,195705.5607
285700,979781.0713,198107.3345
277798,980265.9646,200423.7803
277270,981084.3229,195146.5484
278238,979687.2069,199613.8026
285694,979835.0131,198287.4293
277804,980146.2549,200226.9205
285038,979696.7371,198049.7191
285705,979770.8616,198040.1384
285706,979769.3698,198035.1568
277800,980235.8295,200374.2233
283654,979472.3298,197727.0783
274296,982079.483,196139.117
275119,982247.648,195711.9475
285701,979773.5536,198082.2361
274617,982038.7039,195605.9927
274619,982058.3446,195583.8477
285039,979704.5465,198075.5652
283479,979791.1828,197197.545
277706,983142.577,198359.5052
277791,980154.7697,200597.3443
277789,980032.4835,200670.3093
285041,979720.0205,198126.7787
277788,980010.6712,200683.3241
277790,980053.9523,200657.4993
283237,979618.6369,197178.6677
283233,979596.6205,197139.1921
285040,979712.2692,198101.1239
283231,979576.7475,197103.5593
283228,979550.8345,197057.0967
283235,979607.4341,197158.5805
277810,980050.7758,200097.8941
277785,979943.3455,200723.4959
277867,979985.4977,200003.0371
277708,983089.2766,198404.8818
277710,983012.6757,198470.0946
285042,979743.2173,198203.5508
277792,980174.1774,200585.7639
277707,983116.3838,198381.8044
283679,979557.5884,197536.8875
285044,979758.7203,198254.8594
283772,979441.6438,197477.6409
275940,982644.9753,196304.72
278223,979739.133,199590.2843
283653,979446.8793,197734.8136
277694,980433.1766,200430.5182
277692,980510.2831,200384.4897
277693,980454.8143,200417.6015
283770,979465.1172,197519.0502
283656,979515.9593,197713.8185
273854,980633.6919,195338.1182
273861,980666.494,195227.2792
283232,979585.6127,197119.4542
282880,979547.0409,196972.9975
282878,979634.2697,196924.0987
273693,980602.1287,195199.9266
278341,979740.3722,200442.5746
278348,979831.8428,200647.065
282879,979590.8298,196948.4503
277299,982907.6316,197432.9723
283787,979996.0137,197173.1894
285697,979804.312,198184.9285
285699,979788.5886,198132.4329
274616,982028.6183,195617.3647
277777,980460.9062,200365.0954
274618,982048.3915,195595.0698
285702,979778.006,198063.9914
274302,981966.5003,196035.3554
277341,983325.8696,197182.2743
277775,979954.6162,200789.4193
282894,979450.9991,196778.1482
283480,979720.9208,197261.5845
283773,979429.7098,197456.5877
277401,984074.9551,197390.8874
277342,983334.9733,197164.4663
274304,981861.7115,195926.2197
277801,980221.801,200351.1538
277802,980205.5904,200324.4961
274615,982018.6652,195628.5871
174239,983902.4935,197643.5854
283429,979616.1097,197659.7347
283467,979509.7007,197633.5155
283430,979617.8409,197644.05
283788,980001.8868,197192.3078
277805,980131.0837,200201.971
283473,979397.5172,197678.857
283431,979604.1572,197639.6176
283432,979606.6034,197625.1366
283428,979629.2825,197663.3075
283785,979984.0623,197134.2839
283786,979990.0233,197153.6891
277601,983340.5084,198192.1811
283470,979463.1585,197652.3265
283434,979595.4686,197606.3949
277742,980378.6892,200611.9879
277808,980075.3003,200129.3403
277739,980321.769,200517.3927
277740,980351.9822,200567.6035
277803,980190.0032,200298.8632
274620,982068.0319,195572.9245
283454,980179.9704,197807.8302
277807,980099.9092,200150.7054
284818,979809.2215,197922.4126
277741,980364.2532,200587.9962
283474,979375.6367,197687.7008
273893,981276.107,195487.2315
283481,979700.5905,197273.1705
277440,982842.74,197887.8159
277365,983930.5029,197204.7657
283472,979419.3978,197670.0135
283774,979419.0579,197437.7971
283768,979489.8727,197562.7217
283769,979478.1854,197542.104
277402,984065.6008,197407.4251
277813,980265.2603,200782.522
277814,980238.8958,200797.2513
277366,983955.7106,197221.0321
275891,982819.785,196715.7385
277697,980369.2932,200468.6529
283789,980021.6197,197256.5452
275890,982796.9205,196694.8048
275889,982774.7936,196674.5467
283453,980172.4251,197783.9962
274766,982295.125,195999.781
277269,981079.3177,195170.0208
277367,984038.8951,197274.7098
277368,984073.3452,197296.9401
283455,980183.5944,197833.0286
277812,980290.2281,200768.5733
277364,983901.0942,197185.7891
277696,980389.0422,200456.8642
276061,983024.5608,196971.9637
283361,980161.9035,197693.0269
277343,983343.6216,197147.549
277772,980016.8398,200840.66
277769,980506.1266,200640.8504
277774,979977.3635,200808.7861
277776,979939.0604,200775.0158
276060,983001.3381,196952.9713
277344,983352.7252,197129.741
277806,980115.1844,200175.8257
283477,979318.3396,197710.8586
276032,982833.6659,196271.954
276034,982865.2961,196241.9455
277771,980036.0983,200852.6787
283468,979492.085,197640.6353
276029,982787.2368,196316.0031
283677,979532.0777,197509.7681
283018,979570.1898,197262.2223
283305,979688.8923,197198.125
283307,979727.343,197165.3846
283306,979709.0701,197186.6759
283304,979668.3661,197209.7716
277698,980346.6249,200482.1847
277695,980415.1451,200441.2819
275887,982730.2445,196633.76
275888,982752.6664,196654.2882
275892,982842.6495,196736.6722
283020,979497.5955,197301.2065
277699,980331.1692,200491.4107
282566,979308.2559,196856.9006
277861,980170.4278,199944.3216
282465,979365.4934,196710.7369
282526,979516.1443,196693.5033
277754,980295.2563,200820.1476
277756,980211.5573,200869.9599
282527,979559.5366,196669.4771
277864,980107.5955,199981.0902
282567,979343.9622,196837.7871
277862,980149.7139,199956.443
277755,980271.5385,200834.2628
277768,980482.9157,200654.644
277753,980319.8327,200805.521
277757,980147.623,200908.0093
277770,980555.9864,200611.2196
277767,980456.2668,200670.4813
277271,981094.9587,195096.6699
277403,984055.5571,197425.1816
283469,979479.4761,197645.7314
277796,980295.7986,200696.3703
283433,979592.7157,197620.3601
277744,980405.8089,200657.0574
283475,979356.3523,197695.4951
283019,979517.3297,197290.6087
283680,979554.7663,197551.6128
283684,979555.8785,197680.7536
282885,979484.8694,196937.1219
274762,982224.0103,195933.8139
277863,980128.482,199968.8678
277793,980237.7482,200599.1881
282461,979326.1086,196623.4398
283685,979545.4858,197663.1992
277865,980088.608,199992.2018
277400,984084.8015,197373.479
282782,979430.964,197087.245
282463,979343.2142,196665.528
282738,979299.3058,196352.2855
282740,979305.6008,196320.1271
282737,979295.1959,196384.8097
282744,979341.1985,196237.1971
277743,980390.3414,200631.3524
283476,979337.4386,197703.1394
285046,979774.1366,198305.8813
274760,982187.0596,195899.538
282734,979287.3396,196470.3118
276030,982802.4714,196301.5494
282781,979413.9926,197097.0491
282739,979292.9535,196333.9109
282741,979313.5381,196293.1107
282460,979309.8091,196604.0307
277272,981101.0066,195068.3074
277795,980270.8757,200654.6473
274764,982259.6408,195966.8657
282466,979371.4809,196739.4183
274763,982242.0453,195950.5435
274761,982204.9483,195916.1318
282895,979578.4322,196708.1342
277809,980051.137,200116.671
277745,980417.7704,200676.9363
282464,979347.2559,196697.0679
282462,979327.1056,196652.155
277439,982864.6356,197860.5105
277797,980312.4137,200724.1855
283686,979535.8067,197646.8495
277705,983170.7502,198335.5204
282605,979582.5943,196611.4129
282607,979541.4868,196472.1534
282606,979560.1721,196535.4531
282923,979552.1239,197161.1599
282736,979284.8488,196401.5144
282924,979563.3598,197181.6861
278424,980165.2493,200478.8455
282747,979379.7883,196184.1159
282745,979342.1788,196217.8871
282733,979299.544,196485.8131
282922,979540.6964,197140.2829
282921,979529.4605,197119.7571
277794,980254.2606,200626.8317
282735,979294.7884,196452.3181
282925,979575.1717,197203.2648
274765,982278.1158,195984.0034
282920,979517.9366,197098.7046
282919,979506.7011,197078.1787
276031,982817.9963,196286.8204
278423,980149.9714,200453.4932
278421,980104.6533,200378.2925
285043,979750.9109,198229.0134
285693,979848.475,198299.2645
282701,979428.1268,197040.5607
282700,979449.7868,197028.0771
276062,983047.7836,196990.9558
282746,979359.1239,196209.7759
282749,979402.8781,196158.5192
276059,982980.4376,196935.8785
282743,979327.6092,196261.6108
276057,982936.3143,196899.7936
276055,982897.6096,196868.1398
282748,979384.3102,196164.8141
276063,983067.9098,197007.4157
276056,982916.962,196883.9665
283478,979809.2165,197188.0079
283771,979453.9722,197499.3895
278425,980162.2739,200492.3136
282783,979453.8239,197074.0393
282784,979475.9912,197061.2339
277773,979993.5699,200822.0443
278426,980177.6367,200499.4015
278427,980176.726,200516.2955
276071,983033.177,196316.8712
274694,982392.4548,195778.9504
276072,983050.7878,196331.6645
274696,982430.2651,195811.0527
283360,980153.1004,197663.3029
278419,980043.9543,200277.568
282650,979434.8748,196947.8286
278420,980089.2721,200352.7686
275947,982575.2855,196254.453
282649,979404.0028,196892.9114
282654,979371.2489,196525.2438
283471,979441.649,197661.0204
276033,982849.6261,196256.8119
283021,979457.5978,197322.6858
282651,979456.5831,196986.445
282648,979376.659,196844.2704
277845,980336.911,199929.6176
277841,980241.1068,199948.253
277843,980288.8124,199938.9732
284927,979922.5106,197937.7781
284929,979773.5677,197982.1077
283482,979609.712,197324.961
277840,980196.6902,199963.5585
278422,980120.2409,200404.1586
282524,979457.0047,196726.249
282529,979313.3484,196808.7117
277842,980281.3993,199950.0936
277229,982114.8038,197019.921
282525,979500.747,196702.0289
284928,979797.9121,197974.8623
275946,982596.7851,196261.0997
170718,979603.7649,196567.3225
277844,980313.3527,199934.1999
277846,980357.5248,199925.6074
282742,979312.002,196273.2581
283485,979494.5065,197390.6151
283483,979538.2948,197365.6608
278343,979754.5618,200491.4245
170726,979576.8053,196476.4368
283484,979516.5747,197378.039
275838,982523.2196,196441.7699
275244,982065.0355,196019.9847
276058,982958.7631,196918.1525
275245,982093.2661,196046.0154
275246,982109.8809,196061.3356
170722,979590.3138,196521.9754
275247,982169.4293,196116.2443
274695,982411.2074,195794.8726
171756,979759.9824,196577.0029
170740,979504.0607,196231.1988
275840,982448.1457,196372.7198
275837,982551.1884,196467.4943
275839,982507.0271,196426.8769
277220,982108.6122,197024.6388
170730,979536.3096,196339.9164
171757,979767.3954,196614.0688
277340,983436.2428,197050.833
416142,982879.067,198215.8041
416141,982857.4007,198242.7801
416145,982946.6965,198131.6002
416167,982992.3224,197960.2216
416360,980183.5554,199396.5963
416367,980033.4979,199497.165
416369,979992.5699,199508.0088
416364,980093.7629,199449.8735
424093,979872.6656,198597.3712
416362,980137.7241,199423.0143
416365,980078.2449,199469.7068
424092,979872.6656,198597.3712
416370,979963.3012,199517.205
416361,980159.9901,199410.1796
416366,980051.6524,199486.0246
416359,980226.6383,199374.7653
416368,980017.9504,199507.0069
424090,979881.7295,198594.5254
416144,982921.7736,198162.631
416522,983081.7966,198078.6505
416250,982616.7962,198611.7544
416146,982972.621,198099.322
416258,982894.5211,198261.2443
416261,982949.0945,198195.2966
416251,982632.416,198592.8794
416259,982910.9695,198241.3677
416147,982989.9041,198077.8034
416525,983195.5461,198255.4031
416524,983149.9779,198160.651
416254,982724.4893,198466.7147
416253,982704.8535,198490.4436
416143,982900.7337,198188.8278
416523,983123.5866,198125.7947
416255,982744.1257,198442.9857
416252,982668.7046,198534.1263
416260,982931.1158,198217.0223
416262,982968.8582,198171.4134
416148,983005.6842,198058.1558
416257,982817.6338,198354.1568
416256,982776.0666,198404.388
424094,979881.7295,198594.5254
277296,982873.5749,197507.2947
424091,979881.7295,198594.5254
416263,982994.3598,198140.5969
416264,983007.302,198124.9575
430558,980210.2456,197932.3916
416137,982702.9804,198435.0454
416139,982750.3209,198376.103
416136,982688.0769,198453.6015
416138,982718.7606,198415.3978
416265,983020.1803,198109.3948
444825,979282.7333,196652.5162
444826,979310.8471,196721.3487
430368,979887.2069,197047.1037
430445,980107.6956,197823.544
416371,979942.0942,199529.6722
416374,979857.6118,199579.3378
444824,979268.6025,196608.8345
444827,979335.7556,196768.5317
416372,979898.6462,199555.2148
416373,979876.9221,199567.9858
416375,979833.474,199593.528
416140,982766.1011,198356.4554
430326,979870.4992,197026.8557
430367,979880.8027,197026.9757
430446,980101.2757,197801.8758
430463,980106.2881,197790.2839
430366,979873.1016,197002.7717
430327,979863.285,197004.4909
277300,982915.7494,197437.9067
430325,979877.1305,197047.4124
277308,983006.6439,197288.3633
416266,983033.5684,198093.2161
416668,982850.3279,197706.0393
416669,982877.2577,197736.289
416676,983149.95,198052.5994
416670,982931.1926,197797.1415
416678,983208.3544,198100.6255
416666,982792.6935,197646.1415
416680,983243.1303,198136.6901
416677,983190.5848,198082.1971
416672,982985.4021,197864.1624
416674,983021.8771,197909.2571
416681,983260.1365,198154.3262
416671,982960.3726,197833.2179
416673,983003.6399,197886.7099
416675,983044.0634,197935.8696
416679,983225.5686,198118.4775
430464,980109.8104,197808.4456
430559,980221.5199,197969.5175
430560,980220.7932,197993.7471
444963,979942.2189,198443.1665
444960,980029.366,198394.7361
416667,982804.8474,197662.2763
444962,979965.0328,198430.488
410709,980407.964,196750.9189
444957,980064.3299,198375.3061
444958,980056.4628,198379.6778
416363,980117.711,199434.5503
473466,980162.6558,199482.9429
473476,979957.1369,199618.6182
473477,979946.1411,199625.1707
473473,980010.3966,199586.8788
473481,979890.4759,199658.3432
473480,979901.2141,199651.9443
473462,980241.3118,199447.3744
473464,980199.5622,199461.0726
473468,980125.8337,199514.6663
473475,979979.2999,199605.4106
473461,980262.5027,199432.1222
473470,980089.6235,199529.3343
473465,980181.1522,199471.982
473469,980104.2133,199509.8625
444959,980044.2256,198386.4783
444961,980009.6115,198405.7145
473467,980148.9167,199502.1276
473474,979990.9826,199598.4483
473472,980032.5599,199573.6714
473479,979912.8968,199644.982
473463,980218.0586,199450.1113
473478,979934.5441,199632.0818
473482,979868.3988,199671.4997
473483,979857.0596,199678.2569
473485,979822.5298,199689.5472
473471,980044.7597,199558.4405
473484,979840.8494,199682.2063
410712,980322.7756,196719.7841
410711,980344.0964,196727.5764
416149,983020.3371,198039.9117
410710,980372.4612,196737.9432
444964,979920.0169,198455.5047
453975,983929.7011,197436.3657
529551,979690.1479,196461.4985
529547,979716.4221,196549.8757
529549,979703.4845,196506.3583
529550,979697.3293,196485.6537
529546,979723.0904,196572.3054
521788,980429.2284,199405.4424
521787,980425.1277,199386.1741
529548,979709.5829,196526.8708
522456,980623.796,200378.5327
522462,980651.395,200525.3611
522458,980632.9032,200426.9844
521794,980453.8754,199521.2486
522457,980628.4141,200403.1022
522460,980642.1585,200476.2218
521795,980458.0387,199540.8106
522459,980637.4475,200451.1608
521793,980449.8577,199502.3714
522461,980646.8136,200500.9882
521798,980470.0912,199597.4421
529552,979683.2519,196438.3021
521803,980490.5751,199693.6866
521804,980494.3011,199711.1945
521802,980486.37,199673.9291
521801,980482.061,199653.6828
521789,980433.5375,199425.6891
521790,980437.4928,199444.2731
